Dataset ID,Quantum State,Method,Expected Fidelity,Observed Fidelity,Expected Error,Observed Error,CI Lower Bound,CI Upper Bound
QST Dataset4,State 5,Maximum Likelihood,0.813,0.782,0.259,0.201,0.899,0.836
QST Dataset4,State 1,Variational Quantum Eigensolver,0.908,0.785,0.167,0.114,0.908,0.859
QST Dataset4,State 2,Quantum Neural Networks,0.714,0.917,0.073,0.107,0.754,0.782
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.831,0.862,0.179,0.27,0.667,0.921
QST Dataset4,State 4,Shadow Tomography,0.842,0.818,0.052,0.148,0.881,0.91
QST Dataset4,State 5,Bayesian Inference,0.721,0.765,0.187,0.259,0.842,0.907
QST Dataset4,State 1,Maximum Likelihood,0.845,0.742,0.284,0.051,0.888,0.75
QST Dataset4,State 2,Variational Quantum Eigensolver,0.9,0.866,0.112,0.179,0.876,0.931
QST Dataset4,State 3,Quantum Neural Networks,0.805,0.883,0.169,0.184,0.82,0.952
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.947,0.703,0.278,0.115,0.681,0.969
QST Dataset4,State 5,Shadow Tomography,0.833,0.729,0.114,0.256,0.914,0.96
QST Dataset4,State 1,Bayesian Inference,0.944,0.887,0.274,0.231,0.671,0.924
QST Dataset4,State 2,Maximum Likelihood,0.845,0.774,0.236,0.187,0.8,0.934
QST Dataset4,State 3,Variational Quantum Eigensolver,0.722,0.774,0.122,0.052,0.859,0.855
QST Dataset4,State 4,Quantum Neural Networks,0.896,0.718,0.2,0.214,0.67,0.797
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.741,0.722,0.251,0.275,0.831,0.804
QST Dataset4,State 1,Shadow Tomography,0.767,0.723,0.183,0.121,0.824,0.924
QST Dataset4,State 2,Bayesian Inference,0.717,0.888,0.073,0.208,0.775,0.892
QST Dataset4,State 3,Maximum Likelihood,0.876,0.775,0.228,0.103,0.875,0.905
QST Dataset4,State 4,Variational Quantum Eigensolver,0.881,0.939,0.142,0.125,0.762,0.838
QST Dataset4,State 5,Quantum Neural Networks,0.836,0.793,0.286,0.144,0.821,0.877
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.789,0.801,0.201,0.16,0.857,0.817
QST Dataset4,State 2,Shadow Tomography,0.827,0.806,0.297,0.148,0.727,0.756
QST Dataset4,State 3,Bayesian Inference,0.875,0.907,0.081,0.123,0.89,0.957
QST Dataset4,State 4,Maximum Likelihood,0.815,0.869,0.182,0.281,0.685,0.761
QST Dataset4,State 5,Variational Quantum Eigensolver,0.785,0.876,0.212,0.108,0.778,0.879
QST Dataset4,State 1,Quantum Neural Networks,0.762,0.897,0.19,0.068,0.732,0.901
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.926,0.789,0.072,0.066,0.717,0.806
QST Dataset4,State 3,Shadow Tomography,0.773,0.725,0.129,0.08,0.9,0.779
QST Dataset4,State 4,Bayesian Inference,0.925,0.883,0.233,0.126,0.663,0.767
QST Dataset4,State 5,Maximum Likelihood,0.926,0.766,0.212,0.271,0.668,0.788
QST Dataset4,State 1,Variational Quantum Eigensolver,0.876,0.839,0.065,0.226,0.733,0.878
QST Dataset4,State 2,Quantum Neural Networks,0.744,0.894,0.15,0.183,0.657,0.762
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.854,0.867,0.264,0.187,0.737,0.949
QST Dataset4,State 4,Shadow Tomography,0.889,0.808,0.273,0.139,0.814,0.881
QST Dataset4,State 5,Bayesian Inference,0.849,0.785,0.18,0.268,0.897,0.9
QST Dataset4,State 1,Maximum Likelihood,0.898,0.704,0.23,0.057,0.866,0.851
QST Dataset4,State 2,Variational Quantum Eigensolver,0.8,0.739,0.051,0.237,0.831,0.819
QST Dataset4,State 3,Quantum Neural Networks,0.764,0.813,0.259,0.071,0.906,0.779
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.743,0.732,0.099,0.218,0.787,0.79
QST Dataset4,State 5,Shadow Tomography,0.949,0.937,0.278,0.167,0.725,0.873
QST Dataset4,State 1,Bayesian Inference,0.904,0.833,0.282,0.104,0.748,0.878
QST Dataset4,State 2,Maximum Likelihood,0.807,0.909,0.103,0.178,0.921,0.805
QST Dataset4,State 3,Variational Quantum Eigensolver,0.727,0.906,0.112,0.219,0.673,0.908
QST Dataset4,State 4,Quantum Neural Networks,0.727,0.948,0.258,0.245,0.819,0.778
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.798,0.732,0.126,0.14,0.726,0.861
QST Dataset4,State 1,Shadow Tomography,0.785,0.947,0.148,0.084,0.665,0.914
QST Dataset4,State 2,Bayesian Inference,0.757,0.921,0.199,0.09,0.884,0.865
QST Dataset4,State 3,Maximum Likelihood,0.808,0.894,0.281,0.058,0.768,0.854
QST Dataset4,State 4,Variational Quantum Eigensolver,0.873,0.742,0.178,0.173,0.738,0.822
QST Dataset4,State 5,Quantum Neural Networks,0.901,0.796,0.198,0.111,0.732,0.849
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.822,0.779,0.147,0.138,0.907,0.833
QST Dataset4,State 2,Shadow Tomography,0.884,0.941,0.119,0.125,0.747,0.871
QST Dataset4,State 3,Bayesian Inference,0.893,0.869,0.289,0.07,0.882,0.82
QST Dataset4,State 4,Maximum Likelihood,0.938,0.841,0.155,0.272,0.846,0.899
QST Dataset4,State 5,Variational Quantum Eigensolver,0.923,0.799,0.153,0.186,0.912,0.813
QST Dataset4,State 1,Quantum Neural Networks,0.897,0.751,0.263,0.214,0.672,0.832
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.782,0.932,0.098,0.119,0.836,0.768
QST Dataset4,State 3,Shadow Tomography,0.936,0.941,0.245,0.29,0.692,0.752
QST Dataset4,State 4,Bayesian Inference,0.878,0.853,0.212,0.276,0.914,0.755
QST Dataset4,State 5,Maximum Likelihood,0.94,0.768,0.25,0.087,0.886,0.765
QST Dataset4,State 1,Variational Quantum Eigensolver,0.813,0.88,0.126,0.192,0.825,0.847
QST Dataset4,State 2,Quantum Neural Networks,0.866,0.885,0.134,0.262,0.693,0.969
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.915,0.798,0.077,0.287,0.88,0.957
QST Dataset4,State 4,Shadow Tomography,0.875,0.705,0.11,0.207,0.911,0.892
QST Dataset4,State 5,Bayesian Inference,0.721,0.754,0.062,0.291,0.797,0.969
QST Dataset4,State 1,Maximum Likelihood,0.882,0.943,0.255,0.25,0.805,0.845
QST Dataset4,State 2,Variational Quantum Eigensolver,0.777,0.839,0.165,0.127,0.844,0.803
QST Dataset4,State 3,Quantum Neural Networks,0.738,0.75,0.266,0.299,0.853,0.751
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.747,0.855,0.235,0.091,0.696,0.8
QST Dataset4,State 5,Shadow Tomography,0.909,0.937,0.21,0.077,0.861,0.958
QST Dataset4,State 1,Bayesian Inference,0.92,0.816,0.221,0.191,0.803,0.784
QST Dataset4,State 2,Maximum Likelihood,0.916,0.724,0.128,0.272,0.884,0.797
QST Dataset4,State 3,Variational Quantum Eigensolver,0.843,0.796,0.175,0.219,0.874,0.946
QST Dataset4,State 4,Quantum Neural Networks,0.823,0.762,0.176,0.078,0.652,0.757
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.837,0.866,0.059,0.28,0.89,0.934
QST Dataset4,State 1,Shadow Tomography,0.877,0.86,0.234,0.106,0.906,0.881
QST Dataset4,State 2,Bayesian Inference,0.948,0.844,0.192,0.288,0.897,0.812
QST Dataset4,State 3,Maximum Likelihood,0.743,0.709,0.181,0.29,0.866,0.948
QST Dataset4,State 4,Variational Quantum Eigensolver,0.912,0.869,0.123,0.226,0.671,0.956
QST Dataset4,State 5,Quantum Neural Networks,0.794,0.819,0.177,0.246,0.835,0.84
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.78,0.704,0.073,0.093,0.767,0.94
QST Dataset4,State 2,Shadow Tomography,0.881,0.921,0.175,0.081,0.72,0.929
QST Dataset4,State 3,Bayesian Inference,0.823,0.854,0.122,0.177,0.704,0.942
QST Dataset4,State 4,Maximum Likelihood,0.764,0.825,0.15,0.065,0.916,0.805
QST Dataset4,State 5,Variational Quantum Eigensolver,0.72,0.792,0.08,0.16,0.757,0.942
QST Dataset4,State 1,Quantum Neural Networks,0.746,0.747,0.199,0.119,0.813,0.786
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.916,0.782,0.209,0.205,0.651,0.925
QST Dataset4,State 3,Shadow Tomography,0.79,0.852,0.237,0.08,0.695,0.788
QST Dataset4,State 4,Bayesian Inference,0.731,0.824,0.294,0.18,0.879,0.808
QST Dataset4,State 5,Maximum Likelihood,0.788,0.936,0.092,0.24,0.833,0.762
QST Dataset4,State 1,Variational Quantum Eigensolver,0.913,0.764,0.123,0.102,0.672,0.853
QST Dataset4,State 2,Quantum Neural Networks,0.767,0.892,0.058,0.205,0.903,0.965
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.706,0.721,0.107,0.067,0.803,0.888
QST Dataset4,State 4,Shadow Tomography,0.91,0.817,0.15,0.115,0.708,0.754
QST Dataset4,State 5,Bayesian Inference,0.75,0.908,0.245,0.069,0.927,0.836
QST Dataset4,State 1,Maximum Likelihood,0.8,0.779,0.292,0.21,0.815,0.782
QST Dataset4,State 2,Variational Quantum Eigensolver,0.843,0.903,0.105,0.284,0.653,0.849
QST Dataset4,State 3,Quantum Neural Networks,0.923,0.894,0.222,0.085,0.787,0.797
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.852,0.887,0.128,0.251,0.881,0.901
QST Dataset4,State 5,Shadow Tomography,0.872,0.711,0.165,0.083,0.779,0.766
QST Dataset4,State 1,Bayesian Inference,0.926,0.945,0.119,0.188,0.74,0.828
QST Dataset4,State 2,Maximum Likelihood,0.796,0.853,0.287,0.109,0.874,0.765
QST Dataset4,State 3,Variational Quantum Eigensolver,0.912,0.892,0.274,0.254,0.663,0.921
QST Dataset4,State 4,Quantum Neural Networks,0.921,0.741,0.257,0.296,0.836,0.872
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.926,0.867,0.069,0.061,0.916,0.796
QST Dataset4,State 1,Shadow Tomography,0.814,0.922,0.155,0.199,0.823,0.757
QST Dataset4,State 2,Bayesian Inference,0.844,0.729,0.232,0.152,0.761,0.945
QST Dataset4,State 3,Maximum Likelihood,0.814,0.718,0.254,0.139,0.829,0.801
QST Dataset4,State 4,Variational Quantum Eigensolver,0.741,0.856,0.211,0.141,0.831,0.906
QST Dataset4,State 5,Quantum Neural Networks,0.719,0.752,0.239,0.255,0.742,0.872
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.825,0.788,0.167,0.214,0.729,0.795
QST Dataset4,State 2,Shadow Tomography,0.836,0.9,0.224,0.219,0.715,0.851
QST Dataset4,State 3,Bayesian Inference,0.822,0.76,0.195,0.166,0.771,0.968
QST Dataset4,State 4,Maximum Likelihood,0.7,0.796,0.253,0.109,0.741,0.824
QST Dataset4,State 5,Variational Quantum Eigensolver,0.777,0.906,0.257,0.191,0.879,0.834
QST Dataset4,State 1,Quantum Neural Networks,0.782,0.943,0.199,0.267,0.913,0.93
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.753,0.882,0.194,0.222,0.726,0.9
QST Dataset4,State 3,Shadow Tomography,0.718,0.702,0.084,0.078,0.819,0.938
QST Dataset4,State 4,Bayesian Inference,0.704,0.925,0.085,0.251,0.815,0.956
QST Dataset4,State 5,Maximum Likelihood,0.767,0.79,0.207,0.268,0.872,0.942
QST Dataset4,State 1,Variational Quantum Eigensolver,0.747,0.905,0.16,0.235,0.833,0.932
QST Dataset4,State 2,Quantum Neural Networks,0.836,0.834,0.198,0.243,0.809,0.865
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.922,0.729,0.17,0.052,0.788,0.821
QST Dataset4,State 4,Shadow Tomography,0.737,0.743,0.142,0.171,0.855,0.758
QST Dataset4,State 5,Bayesian Inference,0.925,0.798,0.298,0.281,0.835,0.946
QST Dataset4,State 1,Maximum Likelihood,0.882,0.848,0.161,0.253,0.805,0.862
QST Dataset4,State 2,Variational Quantum Eigensolver,0.759,0.917,0.099,0.054,0.904,0.804
QST Dataset4,State 3,Quantum Neural Networks,0.79,0.703,0.275,0.144,0.769,0.801
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.724,0.782,0.189,0.092,0.685,0.812
QST Dataset4,State 5,Shadow Tomography,0.913,0.849,0.087,0.074,0.786,0.899
QST Dataset4,State 1,Bayesian Inference,0.917,0.71,0.274,0.127,0.703,0.815
QST Dataset4,State 2,Maximum Likelihood,0.737,0.814,0.081,0.208,0.895,0.91
QST Dataset4,State 3,Variational Quantum Eigensolver,0.804,0.797,0.066,0.106,0.659,0.915
QST Dataset4,State 4,Quantum Neural Networks,0.896,0.82,0.134,0.126,0.653,0.857
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.796,0.703,0.2,0.238,0.706,0.806
QST Dataset4,State 1,Shadow Tomography,0.795,0.784,0.077,0.108,0.926,0.967
QST Dataset4,State 2,Bayesian Inference,0.729,0.821,0.187,0.14,0.7,0.931
QST Dataset4,State 3,Maximum Likelihood,0.771,0.705,0.185,0.249,0.852,0.883
QST Dataset4,State 4,Variational Quantum Eigensolver,0.943,0.822,0.135,0.273,0.727,0.96
QST Dataset4,State 5,Quantum Neural Networks,0.837,0.885,0.059,0.238,0.856,0.91
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.932,0.911,0.084,0.073,0.804,0.961
QST Dataset4,State 2,Shadow Tomography,0.921,0.786,0.169,0.299,0.897,0.804
QST Dataset4,State 3,Bayesian Inference,0.723,0.723,0.206,0.07,0.76,0.954
QST Dataset4,State 4,Maximum Likelihood,0.91,0.889,0.176,0.079,0.694,0.761
QST Dataset4,State 5,Variational Quantum Eigensolver,0.889,0.708,0.169,0.23,0.675,0.805
QST Dataset4,State 1,Quantum Neural Networks,0.821,0.868,0.058,0.196,0.837,0.825
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.804,0.802,0.2,0.263,0.662,0.925
QST Dataset4,State 3,Shadow Tomography,0.877,0.835,0.22,0.182,0.65,0.96
QST Dataset4,State 4,Bayesian Inference,0.9,0.933,0.273,0.148,0.73,0.862
QST Dataset4,State 5,Maximum Likelihood,0.94,0.898,0.133,0.073,0.924,0.915
QST Dataset4,State 1,Variational Quantum Eigensolver,0.718,0.923,0.285,0.144,0.759,0.803
QST Dataset4,State 2,Quantum Neural Networks,0.738,0.707,0.207,0.084,0.706,0.853
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.941,0.845,0.277,0.268,0.774,0.849
QST Dataset4,State 4,Shadow Tomography,0.803,0.93,0.19,0.085,0.739,0.869
QST Dataset4,State 5,Bayesian Inference,0.919,0.777,0.27,0.15,0.779,0.912
QST Dataset4,State 1,Maximum Likelihood,0.923,0.927,0.155,0.073,0.661,0.826
QST Dataset4,State 2,Variational Quantum Eigensolver,0.903,0.749,0.247,0.204,0.834,0.779
QST Dataset4,State 3,Quantum Neural Networks,0.883,0.709,0.186,0.287,0.695,0.898
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.838,0.732,0.065,0.255,0.869,0.846
QST Dataset4,State 5,Shadow Tomography,0.914,0.74,0.162,0.293,0.86,0.954
QST Dataset4,State 1,Bayesian Inference,0.714,0.742,0.291,0.098,0.674,0.819
QST Dataset4,State 2,Maximum Likelihood,0.852,0.87,0.155,0.134,0.819,0.756
QST Dataset4,State 3,Variational Quantum Eigensolver,0.851,0.73,0.077,0.221,0.924,0.77
QST Dataset4,State 4,Quantum Neural Networks,0.704,0.909,0.27,0.269,0.911,0.785
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.761,0.937,0.257,0.077,0.915,0.893
QST Dataset4,State 1,Shadow Tomography,0.859,0.804,0.213,0.216,0.66,0.901
QST Dataset4,State 2,Bayesian Inference,0.781,0.84,0.171,0.131,0.915,0.793
QST Dataset4,State 3,Maximum Likelihood,0.72,0.857,0.248,0.152,0.726,0.822
QST Dataset4,State 4,Variational Quantum Eigensolver,0.751,0.724,0.074,0.099,0.77,0.828
QST Dataset4,State 5,Quantum Neural Networks,0.859,0.783,0.135,0.058,0.73,0.896
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.945,0.766,0.282,0.204,0.715,0.806
QST Dataset4,State 2,Shadow Tomography,0.818,0.833,0.178,0.091,0.874,0.946
QST Dataset4,State 3,Bayesian Inference,0.924,0.745,0.272,0.282,0.858,0.968
QST Dataset4,State 4,Maximum Likelihood,0.706,0.762,0.271,0.223,0.773,0.779
QST Dataset4,State 5,Variational Quantum Eigensolver,0.814,0.873,0.079,0.057,0.726,0.813
QST Dataset4,State 1,Quantum Neural Networks,0.87,0.76,0.206,0.065,0.763,0.92
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.907,0.76,0.286,0.147,0.794,0.874
QST Dataset4,State 3,Shadow Tomography,0.838,0.793,0.224,0.253,0.841,0.941
QST Dataset4,State 4,Bayesian Inference,0.946,0.764,0.235,0.235,0.69,0.801
QST Dataset4,State 5,Maximum Likelihood,0.789,0.922,0.161,0.292,0.685,0.908
QST Dataset4,State 1,Variational Quantum Eigensolver,0.936,0.847,0.055,0.093,0.925,0.929
QST Dataset4,State 2,Quantum Neural Networks,0.772,0.713,0.227,0.24,0.794,0.892
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.807,0.736,0.278,0.171,0.922,0.925
QST Dataset4,State 4,Shadow Tomography,0.828,0.868,0.15,0.211,0.882,0.922
QST Dataset4,State 5,Bayesian Inference,0.763,0.834,0.109,0.229,0.807,0.802
QST Dataset4,State 1,Maximum Likelihood,0.849,0.948,0.196,0.267,0.812,0.836
QST Dataset4,State 2,Variational Quantum Eigensolver,0.789,0.852,0.272,0.223,0.838,0.786
QST Dataset4,State 3,Quantum Neural Networks,0.821,0.857,0.243,0.159,0.902,0.933
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.709,0.76,0.181,0.179,0.844,0.906
QST Dataset4,State 5,Shadow Tomography,0.792,0.808,0.187,0.12,0.714,0.867
QST Dataset4,State 1,Bayesian Inference,0.773,0.836,0.248,0.07,0.843,0.887
QST Dataset4,State 2,Maximum Likelihood,0.774,0.785,0.11,0.143,0.904,0.839
QST Dataset4,State 3,Variational Quantum Eigensolver,0.934,0.855,0.167,0.1,0.673,0.946
QST Dataset4,State 4,Quantum Neural Networks,0.889,0.858,0.205,0.082,0.913,0.91
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.852,0.797,0.106,0.093,0.921,0.953
QST Dataset4,State 1,Shadow Tomography,0.807,0.74,0.261,0.289,0.836,0.768
QST Dataset4,State 2,Bayesian Inference,0.709,0.779,0.245,0.1,0.685,0.802
QST Dataset4,State 3,Maximum Likelihood,0.906,0.743,0.14,0.23,0.794,0.772
QST Dataset4,State 4,Variational Quantum Eigensolver,0.864,0.741,0.27,0.165,0.749,0.772
QST Dataset4,State 5,Quantum Neural Networks,0.896,0.874,0.28,0.115,0.849,0.914
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.822,0.762,0.219,0.06,0.844,0.954
QST Dataset4,State 2,Shadow Tomography,0.895,0.884,0.058,0.126,0.843,0.959
QST Dataset4,State 3,Bayesian Inference,0.896,0.868,0.143,0.117,0.732,0.829
QST Dataset4,State 4,Maximum Likelihood,0.833,0.912,0.271,0.091,0.719,0.873
QST Dataset4,State 5,Variational Quantum Eigensolver,0.893,0.829,0.165,0.153,0.671,0.819
QST Dataset4,State 1,Quantum Neural Networks,0.948,0.771,0.22,0.168,0.728,0.88
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.902,0.818,0.262,0.118,0.848,0.936
QST Dataset4,State 3,Shadow Tomography,0.731,0.873,0.239,0.224,0.796,0.882
QST Dataset4,State 4,Bayesian Inference,0.779,0.942,0.085,0.294,0.656,0.841
QST Dataset4,State 5,Maximum Likelihood,0.705,0.734,0.276,0.236,0.814,0.759
QST Dataset4,State 1,Variational Quantum Eigensolver,0.913,0.791,0.19,0.149,0.8,0.896
QST Dataset4,State 2,Quantum Neural Networks,0.917,0.711,0.095,0.13,0.843,0.962
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.906,0.715,0.26,0.122,0.793,0.814
QST Dataset4,State 4,Shadow Tomography,0.707,0.891,0.071,0.153,0.666,0.791
QST Dataset4,State 5,Bayesian Inference,0.769,0.847,0.297,0.061,0.775,0.805
QST Dataset4,State 1,Maximum Likelihood,0.762,0.826,0.145,0.2,0.736,0.923
QST Dataset4,State 2,Variational Quantum Eigensolver,0.739,0.892,0.228,0.093,0.914,0.821
QST Dataset4,State 3,Quantum Neural Networks,0.944,0.729,0.082,0.051,0.842,0.97
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.784,0.77,0.103,0.266,0.668,0.9
QST Dataset4,State 5,Shadow Tomography,0.93,0.868,0.275,0.215,0.912,0.753
QST Dataset4,State 1,Bayesian Inference,0.701,0.94,0.193,0.283,0.789,0.841
QST Dataset4,State 2,Maximum Likelihood,0.826,0.915,0.056,0.158,0.731,0.846
QST Dataset4,State 3,Variational Quantum Eigensolver,0.706,0.783,0.155,0.259,0.909,0.952
QST Dataset4,State 4,Quantum Neural Networks,0.948,0.716,0.182,0.064,0.883,0.797
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.796,0.708,0.2,0.281,0.826,0.97
QST Dataset4,State 1,Shadow Tomography,0.901,0.862,0.243,0.088,0.871,0.844
QST Dataset4,State 2,Bayesian Inference,0.759,0.871,0.14,0.164,0.776,0.93
QST Dataset4,State 3,Maximum Likelihood,0.757,0.869,0.06,0.118,0.856,0.861
QST Dataset4,State 4,Variational Quantum Eigensolver,0.777,0.738,0.254,0.283,0.877,0.885
QST Dataset4,State 5,Quantum Neural Networks,0.902,0.823,0.289,0.177,0.855,0.864
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.809,0.857,0.059,0.251,0.769,0.89
QST Dataset4,State 2,Shadow Tomography,0.732,0.907,0.061,0.085,0.751,0.788
QST Dataset4,State 3,Bayesian Inference,0.845,0.902,0.084,0.148,0.723,0.794
QST Dataset4,State 4,Maximum Likelihood,0.835,0.791,0.239,0.16,0.891,0.8
QST Dataset4,State 5,Variational Quantum Eigensolver,0.858,0.856,0.254,0.291,0.655,0.761
QST Dataset4,State 1,Quantum Neural Networks,0.887,0.906,0.202,0.226,0.785,0.916
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.841,0.77,0.129,0.131,0.859,0.922
QST Dataset4,State 3,Shadow Tomography,0.862,0.807,0.202,0.097,0.775,0.758
QST Dataset4,State 4,Bayesian Inference,0.946,0.701,0.232,0.154,0.813,0.94
QST Dataset4,State 5,Maximum Likelihood,0.755,0.791,0.196,0.055,0.879,0.93
QST Dataset4,State 1,Variational Quantum Eigensolver,0.738,0.935,0.204,0.052,0.928,0.866
QST Dataset4,State 2,Quantum Neural Networks,0.758,0.712,0.115,0.257,0.919,0.959
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.774,0.75,0.248,0.136,0.651,0.91
QST Dataset4,State 4,Shadow Tomography,0.809,0.719,0.182,0.27,0.712,0.769
QST Dataset4,State 5,Bayesian Inference,0.93,0.933,0.252,0.233,0.733,0.946
QST Dataset4,State 1,Maximum Likelihood,0.94,0.722,0.13,0.071,0.767,0.902
QST Dataset4,State 2,Variational Quantum Eigensolver,0.931,0.922,0.299,0.153,0.744,0.893
QST Dataset4,State 3,Quantum Neural Networks,0.913,0.885,0.066,0.125,0.666,0.936
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.722,0.767,0.205,0.189,0.759,0.751
QST Dataset4,State 5,Shadow Tomography,0.867,0.746,0.099,0.262,0.743,0.955
QST Dataset4,State 1,Bayesian Inference,0.773,0.865,0.162,0.262,0.704,0.775
QST Dataset4,State 2,Maximum Likelihood,0.726,0.934,0.21,0.176,0.822,0.758
QST Dataset4,State 3,Variational Quantum Eigensolver,0.721,0.811,0.213,0.18,0.839,0.797
QST Dataset4,State 4,Quantum Neural Networks,0.892,0.794,0.298,0.052,0.888,0.911
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.931,0.728,0.244,0.083,0.913,0.865
QST Dataset4,State 1,Shadow Tomography,0.823,0.824,0.131,0.217,0.672,0.815
QST Dataset4,State 2,Bayesian Inference,0.739,0.725,0.222,0.299,0.873,0.763
QST Dataset4,State 3,Maximum Likelihood,0.714,0.799,0.276,0.159,0.729,0.931
QST Dataset4,State 4,Variational Quantum Eigensolver,0.933,0.898,0.155,0.089,0.774,0.902
QST Dataset4,State 5,Quantum Neural Networks,0.85,0.713,0.173,0.068,0.809,0.795
QST Dataset4,State 1,Reinforcement Learning Quantum Algorithms,0.841,0.94,0.208,0.1,0.847,0.865
QST Dataset4,State 2,Shadow Tomography,0.784,0.879,0.225,0.24,0.782,0.771
QST Dataset4,State 3,Bayesian Inference,0.941,0.922,0.077,0.115,0.828,0.792
QST Dataset4,State 4,Maximum Likelihood,0.864,0.772,0.228,0.05,0.772,0.754
QST Dataset4,State 5,Variational Quantum Eigensolver,0.795,0.744,0.132,0.276,0.91,0.822
QST Dataset4,State 1,Quantum Neural Networks,0.942,0.834,0.162,0.145,0.846,0.936
QST Dataset4,State 2,Reinforcement Learning Quantum Algorithms,0.736,0.748,0.275,0.125,0.862,0.807
QST Dataset4,State 3,Shadow Tomography,0.741,0.753,0.261,0.124,0.93,0.847
QST Dataset4,State 4,Bayesian Inference,0.873,0.748,0.175,0.243,0.755,0.932
QST Dataset4,State 5,Maximum Likelihood,0.856,0.717,0.257,0.084,0.735,0.945
QST Dataset4,State 1,Variational Quantum Eigensolver,0.844,0.947,0.216,0.081,0.809,0.841
QST Dataset4,State 2,Quantum Neural Networks,0.714,0.776,0.23,0.238,0.698,0.772
QST Dataset4,State 3,Reinforcement Learning Quantum Algorithms,0.779,0.884,0.283,0.077,0.782,0.793
QST Dataset4,State 4,Shadow Tomography,0.8,0.795,0.273,0.151,0.858,0.77
QST Dataset4,State 5,Bayesian Inference,0.911,0.738,0.115,0.156,0.691,0.803
QST Dataset4,State 1,Maximum Likelihood,0.882,0.733,0.061,0.057,0.67,0.934
QST Dataset4,State 2,Variational Quantum Eigensolver,0.945,0.771,0.25,0.145,0.671,0.928
QST Dataset4,State 3,Quantum Neural Networks,0.732,0.77,0.059,0.143,0.676,0.807
QST Dataset4,State 4,Reinforcement Learning Quantum Algorithms,0.746,0.775,0.291,0.097,0.912,0.851
QST Dataset4,State 5,Shadow Tomography,0.747,0.727,0.282,0.082,0.705,0.843
QST Dataset4,State 1,Bayesian Inference,0.914,0.81,0.072,0.091,0.84,0.866
QST Dataset4,State 2,Maximum Likelihood,0.89,0.897,0.176,0.198,0.717,0.807
QST Dataset4,State 3,Variational Quantum Eigensolver,0.73,0.845,0.155,0.228,0.714,0.869
QST Dataset4,State 4,Quantum Neural Networks,0.844,0.879,0.143,0.19,0.776,0.951
QST Dataset4,State 5,Reinforcement Learning Quantum Algorithms,0.856,0.882,0.086,0.209,0.874,0.926
QST Dataset4,State 1,Shadow Tomography,0.729,0.936,0.144,0.272,0.65,0.841
QST Dataset4,State 2,Bayesian Inference,0.87,0.841,0.272,0.219,0.728,0.885
QST Dataset4,State 3,Maximum Likelihood,0.822,0.837,0.155,0.252,0.763,0.868
QST Dataset4,State 4,Variational Quantum Eigensolver,0.902,0.701,0.194,0.153,0.791,0.812
